"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-149 0.239277285238646 5 25 "GO:0000724;GO:0000725;GO:0006302" "double-strand break repair" 0.756897534938574
502 0.0755926802374945 4 5 "GO:0000738;GO:0006308" "DNA catabolic process, exonucleolytic" 0.66110321782505
-26 0.875067775210633 4 15 "GO:0000902;GO:0032989" "cell morphogenesis" 0.967825661137228
-20 0.872092194896743 2 25 "GO:0000910" "cytokinesis" 0.967825661137228
32 0.77731028432172 2 31 "GO:0001501;GO:0048731" "system development" 0.941711730763478
162 0.338199341612598 3 14 "GO:0001503" "ossification" 0.807153017974172
230 0.334612132372061 3 7 "GO:0001505" "regulation of neurotransmitter levels" 0.807153017974172
-49 0.788369544470544 2 12 "GO:0001522" "pseudouridine synthesis" 0.941711730763478
104 0.601177434198757 5 10 "GO:0001523;GO:0016101;GO:0006721;GO:0006720" "retinoid metabolic process" 0.908135490945563
174 0.0519603986239461 3 51 "GO:0001525" "angiogenesis" 0.66110321782505
127 0.621842496843308 3 6 "GO:0001541;GO:0022602;GO:0048511" "ovulation cycle process" 0.908135490945563
203 0.286292453217638 4 11 "GO:0001558;GO:0040008" "regulation of cell growth" 0.790816562341344
391 0.101517941062582 5 7 "GO:0001561;GO:0009062;GO:0019395;GO:0044242;GO:0034440;GO:0030258" "lipid modification" 0.66110321782505
367 0.0540280402674855 2 11 "GO:0001568" "blood vessel development" 0.66110321782505
-31 0.86074294822577 5 13 "GO:0001649" "osteoblast differentiation" 0.967825661137228
-123 0.662482559236213 4 5 "GO:0001657;GO:0035295" "ureteric bud development" 0.908135490945563
-343 0.224639878032628 4 5 "GO:0001659;GO:0048871" "temperature homeostasis" 0.736461006619302
232 0.411373706128385 4 5 "GO:0001676" "long-chain fatty acid metabolic process" 0.843474679605259
421 0.136254619375225 2 5 "GO:0001708" "cell fate specification" 0.66110321782505
-454 0.0779847557609233 2 6 "GO:0001736;GO:0007164" "establishment of planar polarity" 0.66110321782505
222 0.353288826898854 5 7 "GO:0001756;GO:0009952;GO:0035282;GO:0003002" "anterior/posterior pattern specification" 0.807153017974172
158 0.407155000101125 2 11 "GO:0001763" "morphogenesis of a branching structure" 0.843474679605259
335 0.111946010997928 5 9 "GO:0001764" "neuron migration" 0.66110321782505
173 0.288265392079264 2 15 "GO:0001822" "kidney development" 0.790816562341344
-102 0.693095710975407 3 6 "GO:0001843;GO:0060606;GO:0035148" "tube formation" 0.908135490945563
425 0.0335215837697565 4 10 "GO:0001867;GO:0006956;GO:0045087;GO:0006959;GO:0072376" "innate immune response" 0.66110321782505
-157 0.353873443701544 3 14 "GO:0001889" "liver development" 0.807153017974172
-150 0.140456014438825 5 39 "GO:0001934;GO:0031401;GO:0042327;GO:0032270;GO:0045937;GO:0010562;GO:0031325;GO:0009893;GO:0051247;GO:0010604" "positive regulation of metabolic process" 0.66110321782505
36 0.880409149808704 6 7 "GO:0001937;GO:0050680;GO:0008285" "negative regulation of cell proliferation" 0.967825661137228
-100 0.675275156071424 4 7 "GO:0001938;GO:0050679" "positive regulation of endothelial cell proliferation" 0.908135490945563
-9 0.966606693459385 4 8 "GO:0001954;GO:0001952;GO:0010811;GO:0010810;GO:0045785;GO:0030155" "regulation of cell-matrix adhesion" 0.992212168782812
-175 0.536358696272869 5 5 "GO:0001975;GO:0014075;GO:0010243;GO:1901698" "response to amphetamine" 0.908135490945563
62 0.685744828286104 2 17 "GO:0002009;GO:0048729" "morphogenesis of an epithelium" 0.908135490945563
253 0.229312217866794 4 9 "GO:0002027;GO:0008016;GO:0044057" "regulation of system process" 0.736461006619302
-107 0.652601929902883 4 7 "GO:0002064;GO:0048468" "cell development" 0.908135490945563
211 0.412516259232046 4 6 "GO:0002090;GO:0048259;GO:0030100;GO:0060627" "regulation of endocytosis" 0.843474679605259
164 0.412565658423996 2 10 "GO:0002097;GO:0006400" "tRNA modification" 0.843474679605259
237 0.320079242946543 5 7 "GO:0002098" "tRNA wobble uridine modification" 0.807153017974172
-101 0.580782844074534 4 12 "GO:0002119;GO:0002164;GO:0009791" "post-embryonic development" 0.908135490945563
-258 0.280061585050658 2 7 "GO:0002181" "cytoplasmic translation" 0.789264466960945
-156 0.355642913464015 6 14 "GO:0002218;GO:0045089;GO:0045088" "regulation of innate immune response" 0.807153017974172
111 0.666013126957616 4 6 "GO:0002230;GO:0050691;GO:0050688;GO:0002831;GO:0043900" "positive regulation of defense response to virus by host" 0.908135490945563
132 0.510555139427553 4 10 "GO:0002244" "hematopoietic progenitor cell differentiation" 0.908135490945563
259 0.155679144842673 3 12 "GO:0002250" "adaptive immune response" 0.66110321782505
341 0.0264847070052573 2 17 "GO:0002252" "immune effector process" 0.66110321782505
53 0.694199876088205 3 22 "GO:0002253" "activation of immune response" 0.908135490945563
139 0.0607233038638345 1 75 "GO:0002376" "immune system process" 0.66110321782505
29 0.862384313814435 3 14 "GO:0002576;GO:0006887;GO:0032940" "secretion by cell" 0.967825661137228
-317 0.132532686912712 2 9 "GO:0002673;GO:0050727" "regulation of inflammatory response" 0.66110321782505
-230 0.372331876033247 5 6 "GO:0002675;GO:0002861;GO:0050729;GO:0032103" "regulation of inflammatory response to antigenic stimulus" 0.807153017974172
-50 0.604689434701086 3 43 "GO:0002682" "regulation of immune system process" 0.908135490945563
-53 0.723413733697423 2 18 "GO:0002697" "regulation of immune effector process" 0.915339826311025
-16 0.938540864709246 5 9 "GO:0002708;GO:0002824;GO:0002706;GO:0002822;GO:0002705;GO:0002821;GO:0002703;GO:0002819;GO:0002699" "regulation of adaptive immune response" 0.992212168782812
-12 0.964563770639064 2 6 "GO:0002711;GO:0002709" "regulation of T cell mediated immunity" 0.992212168782812
-321 0.0920047717073357 4 11 "GO:0002757;GO:0002764" "immune response-activating signal transduction" 0.66110321782505
-350 0.117516373464803 3 8 "GO:0002758;GO:0002224;GO:0002221" "innate immune response-activating signal transduction" 0.66110321782505
33 0.869986008332772 2 10 "GO:0002931" "response to ischemia" 0.967825661137228
303 0.175200937699419 2 8 "GO:0003006;GO:0044702;GO:0022414" "reproductive process" 0.663679745339901
-95 0.524111670236515 2 18 "GO:0003008" "system process" 0.908135490945563
43 0.877780784961602 4 5 "GO:0003014" "renal system process" 0.967825661137228
-225 0.344942210241669 2 7 "GO:0003143;GO:0060562;GO:0035239" "embryonic heart tube morphogenesis" 0.807153017974172
-312 0.101939690332519 2 11 "GO:0003279" "cardiac septum development" 0.66110321782505
-400 0.0936250596520022 3 7 "GO:0003281" "ventricular septum development" 0.66110321782505
-303 0.12918168549135 5 10 "GO:0003341;GO:0007018" "cilium movement" 0.66110321782505
-43 0.568059555496371 2 71 "GO:0005975" "carbohydrate metabolic process" 0.908135490945563
-152 0.284275836145582 2 20 "GO:0005976" "polysaccharide metabolic process" 0.790816562341344
271 0.336345785996421 3 5 "GO:0005984" "disaccharide metabolic process" 0.807153017974172
-197 0.323477246498064 3 10 "GO:0005996" "monosaccharide metabolic process" 0.807153017974172
169 0.478318550061485 4 7 "GO:0006066;GO:1901615" "organic hydroxy compound metabolic process" 0.891398254733553
180 0.522869899664637 3 5 "GO:0006084;GO:0006637;GO:0035383" "thioester metabolic process" 0.908135490945563
-469 0.0968420696743806 3 5 "GO:0006091" "generation of precursor metabolites and energy" 0.66110321782505
-367 0.154650293757576 2 6 "GO:0006099" "tricarboxylic acid cycle" 0.66110321782505
-107 0.136006644358761 4 80 "GO:0006259" "DNA metabolic process" 0.66110321782505
-257 0.197732342686433 3 10 "GO:0006260" "DNA replication" 0.688730631829149
-145 0.176165613269886 2 35 "GO:0006281" "DNA repair" 0.663679745339901
-60 0.569283956306214 2 36 "GO:0006310" "DNA recombination" 0.908135490945563
13 0.93519259076047 3 17 "GO:0006351;GO:0032774" "RNA biosynthetic process" 0.992212168782812
62 0.539999438300805 3 40 "GO:0006364;GO:0016072" "rRNA metabolic process" 0.908135490945563
132 0.0318157204866825 2 110 "GO:0006396" "RNA processing" 0.66110321782505
-252 0.167365443765632 2 12 "GO:0006412" "translation" 0.663679745339901
-136 0.5414989937497 4 8 "GO:0006417;GO:0010608" "posttranscriptional regulation of gene expression" 0.908135490945563
-153 0.467029581895952 2 9 "GO:0006461;GO:0071822" "protein complex subunit organization" 0.890066167682965
-2 0.964815450945507 3 145 "GO:0006464;GO:0036211;GO:0044267;GO:0019538;GO:0043412" "macromolecule modification" 0.992212168782812
391 0.129672707394492 4 6 "GO:0006487;GO:0006486;GO:0043413;GO:0070085" "protein glycosylation" 0.66110321782505
434 0.124350816676994 4 5 "GO:0006511;GO:0019941;GO:0043632;GO:0051603;GO:0006508" "modification-dependent protein catabolic process" 0.66110321782505
262 0.0354717543903472 2 26 "GO:0006631" "fatty acid metabolic process" 0.66110321782505
-87 0.716557568877989 2 7 "GO:0006633" "fatty acid biosynthetic process" 0.910380517836789
154 0.266291069164856 4 21 "GO:0006732" "coenzyme metabolic process" 0.76435399482505
-114 0.657079390189222 6 6 "GO:0006754;GO:0009152;GO:0009168;GO:0009206;GO:0046034;GO:0006164;GO:0009150;GO:0009260;GO:0006163;GO:0009259;GO:0046390;GO:0019693;GO:0009127;GO:0009156;GO:0009167;GO:0009145;GO:0009201;GO:0009205;GO:0009126;GO:0009161;GO:0009144;GO:0009199;GO:0009141;GO:0009142" "purine ribonucleotide biosynthetic process" 0.908135490945563
273 0.22088197242696 4 8 "GO:0006782;GO:0006779;GO:0046501;GO:0006778;GO:0033014;GO:0033013" "tetrapyrrole biosynthetic process" 0.736461006619302
-10 0.947390842322459 3 19 "GO:0006790" "sulfur compound metabolic process" 0.992212168782812
-118 0.112703041223644 3 74 "GO:0006793;GO:0006796" "phosphorus metabolic process" 0.66110321782505
-36 0.551640455149967 2 117 "GO:0006810;GO:0051234" "establishment of localization" 0.908135490945563
-208 0.108373025596503 2 24 "GO:0006811" "ion transport" 0.66110321782505
-60 0.694284230174511 3 17 "GO:0006812" "cation transport" 0.908135490945563
-341 0.226543667719188 2 5 "GO:0006869" "lipid transport" 0.736461006619302
123 0.424493498757102 2 17 "GO:0006886" "intracellular protein transport" 0.854499900095465
-425 0.0748989836562411 2 7 "GO:0006914" "autophagy" 0.66110321782505
22 0.867970240583282 3 24 "GO:0006928" "cellular component movement" 0.967825661137228
-104 0.0604124274777169 2 138 "GO:0006950" "response to stress" 0.66110321782505
-46 0.699496946034178 2 29 "GO:0006952" "defense response" 0.910380517836789
-372 0.149089928657216 4 6 "GO:0006954;GO:0009611" "response to wounding" 0.66110321782505
229 0.0704024610050871 2 25 "GO:0006955" "immune response" 0.66110321782505
-116 0.189933626403402 3 52 "GO:0006974;GO:0033554" "cellular response to stress" 0.677766894182134
-32 0.563785308755834 2 141 "GO:0006996" "organelle organization" 0.908135490945563
47 0.707790757975326 3 26 "GO:0007005" "mitochondrion organization" 0.910380517836789
4 0.980764595886826 2 12 "GO:0007049" "cell cycle" 0.994780860150011
327 0.170040676241365 3 7 "GO:0007154" "cell communication" 0.663679745339901
66 0.589655270047773 2 27 "GO:0007155;GO:0022610" "biological adhesion" 0.908135490945563
-158 0.574938509577515 3 5 "GO:0007163" "establishment or maintenance of cell polarity" 0.908135490945563
-88 0.256978110858172 2 68 "GO:0007165" "signal transduction" 0.758697279676508
328 0.119301675892183 3 9 "GO:0007166" "cell surface receptor signaling pathway" 0.66110321782505
445 0.115228244401554 2 5 "GO:0007268;GO:0007267;GO:0044700;GO:0023052" "synaptic transmission" 0.66110321782505
202 0.365165460492309 2 8 "GO:0007275" "multicellular organismal development" 0.807153017974172
352 0.0649551133525847 3 11 "GO:0007389" "pattern specification process" 0.66110321782505
-231 0.369557516768924 2 6 "GO:0007610" "behavior" 0.807153017974172
256 0.130536082911511 2 14 "GO:0008033;GO:0006399" "tRNA processing" 0.66110321782505
-75 0.709252607938103 2 10 "GO:0008284" "positive regulation of cell proliferation" 0.910380517836789
-211 0.0901187619590547 3 26 "GO:0008610" "lipid biosynthetic process" 0.66110321782505
-147 0.384709629268335 3 14 "GO:0008654;GO:0006644" "phospholipid metabolic process" 0.828194340785999
130 0.111458445411224 4 61 "GO:0009057" "macromolecule catabolic process" 0.66110321782505
-194 0.491043666658146 4 5 "GO:0009063" "cellular amino acid catabolic process" 0.892962064396072
125 0.445645993663378 2 15 "GO:0009108" "coenzyme biosynthetic process" 0.879937949271638
-120 0.530018939463597 2 11 "GO:0009165;GO:0009117;GO:1901293;GO:0006753;GO:0009123;GO:0009124" "nucleotide metabolic process" 0.908135490945563
-465 0.0714334249889921 4 6 "GO:0009247;GO:0006664;GO:0046467;GO:0006643" "membrane lipid metabolic process" 0.66110321782505
-124 0.579336741061622 2 8 "GO:0009311" "oligosaccharide metabolic process" 0.908135490945563
95 0.712340557485521 2 6 "GO:0009405" "pathogenesis" 0.910380517836789
-11 0.92702839757916 2 28 "GO:0009451" "RNA modification" 0.992212168782812
-196 0.230441024651846 2 15 "GO:0009605" "response to external stimulus" 0.736461006619302
-174 0.126425533704739 2 31 "GO:0009628;GO:0001666;GO:0036293;GO:0070482" "response to abiotic stimulus" 0.66110321782505
-46 0.597774950961156 2 53 "GO:0009653" "anatomical structure morphogenesis" 0.908135490945563
-247 0.269379321046368 2 8 "GO:0009719" "response to endogenous stimulus" 0.766124674535542
-19 0.854978543362657 4 36 "GO:0009792;GO:0009790;GO:0001701;GO:0043009" "embryo development ending in birth or egg hatching" 0.967825661137228
-50 0.618396037231466 2 40 "GO:0009966;GO:0010646;GO:0023051" "regulation of signaling" 0.908135490945563
-293 0.254881653146072 3 6 "GO:0009968;GO:0010648;GO:0023057" "negative regulation of signaling" 0.758697279676508
-212 0.314641391317713 2 9 "GO:0010033" "response to organic substance" 0.807153017974172
10 0.95964980989955 2 11 "GO:0015672" "monovalent inorganic cation transport" 0.992212168782812
-64 0.820466159130561 3 5 "GO:0015833;GO:0042886" "peptide transport" 0.952784137014869
214 0.260878825697786 2 11 "GO:0016042" "lipid catabolic process" 0.762947509116166
-112 0.539360477000413 3 12 "GO:0016051" "carbohydrate biosynthetic process" 0.908135490945563
-263 0.0379136706100913 3 25 "GO:0016052" "carbohydrate catabolic process" 0.66110321782505
117 0.0151452177614962 4 188 "GO:0016070" "RNA metabolic process" 0.66110321782505
141 0.0428306602300839 2 85 "GO:0016071" "mRNA metabolic process" 0.66110321782505
-9 0.938889189259806 3 29 "GO:0016192" "vesicle-mediated transport" 0.992212168782812
-198 0.406012290282769 4 7 "GO:0016458;GO:0040029;GO:0000183;GO:0006342;GO:0045814" "regulation of gene expression, epigenetic" 0.843474679605259
119 0.453140297778751 3 16 "GO:0016477;GO:0048870;GO:0040011" "locomotion" 0.881864109259622
59 0.636135606764164 4 26 "GO:0016482" "cytoplasmic transport" 0.908135490945563
-60 0.348105123378255 2 101 "GO:0018130;GO:0019438;GO:1901362" "organic cyclic compound biosynthetic process" 0.807153017974172
-213 0.24332717342178 2 12 "GO:0018193" "peptidyl-amino acid modification" 0.758697279676508
-88 0.660855137021204 5 10 "GO:0019288;GO:0006090;GO:0009240;GO:0019682;GO:0046490;GO:0006081" "cellular aldehyde metabolic process" 0.908135490945563
-45 0.690063596166051 2 31 "GO:0019637;GO:0090407" "organophosphate metabolic process" 0.908135490945563
-22 0.67504522138587 4 154 "GO:0019752;GO:0006082;GO:0043436;GO:0044281" "small molecule metabolic process" 0.908135490945563
18 0.744852346077374 3 134 "GO:0022402" "cell cycle process" 0.923616909135944
81 0.190211999334986 3 109 "GO:0022607" "cellular component assembly" 0.677766894182134
49 0.474774990922111 2 87 "GO:0022618;GO:0034622;GO:0071826;GO:0065003;GO:0043933" "macromolecular complex subunit organization" 0.891398254733553
-182 0.36261051866272 2 10 "GO:0030001" "metal ion transport" 0.807153017974172
-160 0.535874101353641 3 6 "GO:0030036;GO:0030029" "actin filament-based process" 0.908135490945563
3 0.99161397393257 5 7 "GO:0030098;GO:0002521;GO:0046649" "lymphocyte activation" 0.996637285670496
3 0.977811207174453 2 39 "GO:0030154" "cell differentiation" 0.994780860150011
-140 0.253023973074318 5 27 "GO:0031347;GO:0080134" "regulation of response to stress" 0.758697279676508
-80 0.61218258382473 2 16 "GO:0031349" "positive regulation of defense response" 0.908135490945563
39 0.786061416346035 5 19 "GO:0031570;GO:0000075" "DNA integrity checkpoint" 0.941711730763478
-146 0.371859796394295 2 15 "GO:0032101" "regulation of response to external stimulus" 0.807153017974172
301 0.178080360591924 2 8 "GO:0032506" "cytokinetic process" 0.663679745339901
159 0.0934928838363508 2 45 "GO:0032787" "monocarboxylic acid metabolic process" 0.66110321782505
-278 0.324697306013795 3 5 "GO:0033692;GO:0044264;GO:0034637" "cellular carbohydrate biosynthetic process" 0.807153017974172
106 0.214732645523868 6 56 "GO:0034470;GO:0034660" "ncRNA processing" 0.736461006619302
-117 0.170500817795588 2 56 "GO:0034645;GO:0009059" "macromolecule biosynthetic process" 0.663679745339901
-49 0.65905416527401 3 33 "GO:0034654" "nucleobase-containing compound biosynthetic process" 0.908135490945563
-29 0.849721241841749 2 17 "GO:0042127;GO:0001936;GO:0050678" "regulation of cell proliferation" 0.967825661137228
381 0.176803463187234 3 5 "GO:0042135;GO:0042133" "neurotransmitter catabolic process" 0.663679745339901
-125 0.251064212115731 2 34 "GO:0042221" "response to chemical" 0.758697279676508
-139 0.0630035184860017 5 74 "GO:0042325;GO:0019220;GO:0051174;GO:0001932;GO:0031399;GO:0032268;GO:0051246" "regulation of protein metabolic process" 0.66110321782505
-41 0.787891684429921 5 17 "GO:0042326;GO:0045936;GO:0010563;GO:0001933;GO:0031400;GO:0032269;GO:0051248" "negative regulation of protein metabolic process" 0.941711730763478
89 0.751664715584368 5 5 "GO:0042364;GO:0006767;GO:0009110;GO:0006766" "water-soluble vitamin metabolic process" 0.928350843948821
-66 0.462988976566523 2 50 "GO:0042592" "homeostatic process" 0.890066167682965
-268 0.343172948002572 3 5 "GO:0043086;GO:0044092" "negative regulation of catalytic activity" 0.807153017974172
-3 0.981944978083559 2 20 "GO:0043405;GO:0000187;GO:0043406;GO:0043410;GO:0071902;GO:1902533;GO:0009967;GO:0010647;GO:0023056" "regulation of MAP kinase activity" 0.994780860150011
-98 0.413574681612901 4 28 "GO:0043408;GO:1902531;GO:0032147;GO:0045860;GO:0033674;GO:0051347;GO:0043085;GO:0044093" "regulation of intracellular signal transduction" 0.843474679605259
-49 0.737597857107782 3 19 "GO:0043603" "cellular amide metabolic process" 0.923616909135944
64 0.737286687708615 3 11 "GO:0043604" "amide biosynthetic process" 0.923616909135944
228 0.419509609682956 2 5 "GO:0043623" "cellular protein complex assembly" 0.849986790860891
-441 0.11820873188912 2 5 "GO:0043648" "dicarboxylic acid metabolic process" 0.66110321782505
121 0.0832653243806402 2 85 "GO:0044248" "cellular catabolic process" 0.66110321782505
89 0.24916993342955 3 69 "GO:0044255;GO:0006629" "lipid metabolic process" 0.758697279676508
32 0.848697831709682 3 14 "GO:0044262" "cellular carbohydrate metabolic process" 0.967825661137228
269 0.00197221212865116 2 54 "GO:0044265;GO:0000956;GO:0006402;GO:0006401;GO:0034655;GO:0019439" "cellular macromolecule catabolic process" 0.61138575988186
177 0.0382802064763188 2 56 "GO:0044270;GO:0046700;GO:1901361" "heterocycle catabolic process" 0.66110321782505
-8 0.912520864360202 2 74 "GO:0044271" "cellular nitrogen compound biosynthetic process" 0.992212168782812
-178 0.455155669295289 2 7 "GO:0044272" "sulfur compound biosynthetic process" 0.881864109259622
16 0.817719489738364 2 90 "GO:0044707;GO:0032501" "single-multicellular organism process" 0.952784137014869
-87 0.127388713007362 2 129 "GO:0044711" "single-organism biosynthetic process" 0.66110321782505
10 0.924939036603985 2 35 "GO:0044712" "single-organism catabolic process" 0.992212168782812
-27 0.787314111043783 2 39 "GO:0044723" "single-organism carbohydrate metabolic process" 0.941711730763478
-256 0.143646557548979 2 13 "GO:0044724" "single-organism carbohydrate catabolic process" 0.66110321782505
-51 0.820623756719258 2 8 "GO:0044764" "multi-organism cellular process" 0.952784137014869
-33 0.64257411759655 2 81 "GO:0044765" "single-organism transport" 0.908135490945563
-1 0.992998567373426 3 55 "GO:0044772;GO:0044770" "mitotic cell cycle phase transition" 0.996637285670496
-233 0.297357112508506 3 8 "GO:0044802;GO:0061024" "membrane organization" 0.807153017974172
99 0.442479538562576 2 24 "GO:0045184;GO:0015031" "establishment of protein localization" 0.879286262528196
-124 0.555854261731916 2 9 "GO:0045321;GO:0001775" "cell activation" 0.908135490945563
-149 0.155116786209321 4 37 "GO:0045859;GO:0043549;GO:0051338;GO:0050790;GO:0065009" "regulation of catalytic activity" 0.66110321782505
87 0.679551147539959 3 9 "GO:0046129;GO:0072522;GO:0072521;GO:0046128;GO:0009119;GO:0042278;GO:0009116;GO:1901657;GO:0042451;GO:0042455;GO:0009163;GO:1901659" "purine-containing compound metabolic process" 0.908135490945563
-274 0.251692915303942 2 7 "GO:0046365" "monosaccharide catabolic process" 0.758697279676508
-108 0.133135383375657 3 80 "GO:0046394;GO:0016053;GO:0044283" "small molecule biosynthetic process" 0.66110321782505
16 0.915224010703591 3 18 "GO:0046395;GO:0016054;GO:0044282" "small molecule catabolic process" 0.992212168782812
42 0.778668292021138 2 18 "GO:0046903" "secretion" 0.941711730763478
7 0.949236557784351 2 35 "GO:0048513" "organ development" 0.992212168782812
-58 0.390728078207793 3 90 "GO:0048518" "positive regulation of biological process" 0.829628111263122
-73 0.388183649225193 4 57 "GO:0048522" "positive regulation of cellular process" 0.829628111263122
-52 0.47778016708512 3 77 "GO:0048583" "regulation of response to stimulus" 0.891398254733553
32 0.742546986213998 2 44 "GO:0048584" "positive regulation of response to stimulus" 0.923616909135944
-489 0.0404669540796046 2 7 "GO:0048585" "negative regulation of response to stimulus" 0.66110321782505
-36 0.858519747164005 2 10 "GO:0048598" "embryonic morphogenesis" 0.967825661137228
