name	term	lev	seq	value
"nucleobase-containing small molecule metabolic process"	GO:0055086	3	TRINITY_DN29689_c0_g2_TRINITY_DN29689_c0_g2_i1_g.3603_m.3603	0.362253253
"nucleobase-containing small molecule metabolic process"	GO:0055086	3	TRINITY_DN35391_c0_g2_TRINITY_DN35391_c0_g2_i1_g.5659_m.5659	0.144905773
"nucleobase-containing small molecule metabolic process"	GO:0055086	3	TRINITY_DN35613_c0_g1_TRINITY_DN35613_c0_g1_i1_g.5808_m.5808	0.617862227
"nucleobase-containing small molecule metabolic process"	GO:0055086	3	TRINITY_DN38220_c0_g1_TRINITY_DN38220_c0_g1_i1_g.7573_m.7573	0.049131624
"nucleobase-containing small molecule metabolic process"	GO:0055086	3	TRINITY_DN40975_c0_g3_TRINITY_DN40975_c0_g3_i1_g.10515_m.10515	0.614952905
"nucleobase-containing small molecule metabolic process"	GO:0055086	3	TRINITY_DN41736_c1_g4_TRINITY_DN41736_c1_g4_i1_g.11652_m.11652	0.312792944
"nucleobase-containing small molecule metabolic process"	GO:0055086	3	TRINITY_DN42943_c0_g1_TRINITY_DN42943_c0_g1_i1_g.13864_m.13864	0.180475262
"nucleobase-containing small molecule metabolic process"	GO:0055086	3	TRINITY_DN43805_c3_g1_TRINITY_DN43805_c3_g1_i1_g.15530_m.15530	0.345800091
"nucleobase-containing small molecule metabolic process"	GO:0055086	3	TRINITY_DN45749_c1_g1_TRINITY_DN45749_c1_g1_i1_g.20203_m.20203	2.021407329
"nucleobase-containing small molecule metabolic process"	GO:0055086	3	TRINITY_DN46289_c0_g1_TRINITY_DN46289_c0_g1_i2_g.21842_m.21842	1.417446515
"nucleobase-containing small molecule metabolic process"	GO:0055086	3	TRINITY_DN47254_c2_g2_TRINITY_DN47254_c2_g2_i1_g.25198_m.25198	0.251254974
"very long-chain fatty acid metabolic process"	GO:0000038	6	TRINITY_DN2413_c0_g1_TRINITY_DN2413_c0_g1_i1_g.257_m.257	0.7230983
"very long-chain fatty acid metabolic process"	GO:0000038	6	TRINITY_DN27514_c0_g2_TRINITY_DN27514_c0_g2_i1_g.2998_m.2998	1.00661223
"very long-chain fatty acid metabolic process"	GO:0000038	6	TRINITY_DN31059_c0_g1_TRINITY_DN31059_c0_g1_i2_g.4003_m.4003	1.20414295
"very long-chain fatty acid metabolic process"	GO:0000038	6	TRINITY_DN34193_c0_g1_TRINITY_DN34193_c0_g1_i4_g.5138_m.5138	0.67578174
"very long-chain fatty acid metabolic process"	GO:0000038	6	TRINITY_DN39432_c2_g2_TRINITY_DN39432_c2_g2_i1_g.8673_m.8673	0.56585623
"very long-chain fatty acid metabolic process"	GO:0000038	6	TRINITY_DN40432_c1_g5_TRINITY_DN40432_c1_g5_i1_g.9823_m.9823	1.305663939
"very long-chain fatty acid metabolic process"	GO:0000038	6	TRINITY_DN42989_c1_g1_TRINITY_DN42989_c1_g1_i5_g.13952_m.13952	2.073772376
"DNA recombination"	GO:0006310	2	TRINITY_DN13916_c0_g1_TRINITY_DN13916_c0_g1_i1_g.1212_m.1212	1.275523562
"DNA recombination"	GO:0006310	2	TRINITY_DN1517_c0_g1_TRINITY_DN1517_c0_g1_i1_g.151_m.151	0.066813953
"DNA recombination"	GO:0006310	2	TRINITY_DN16336_c0_g1_TRINITY_DN16336_c0_g1_i1_g.1403_m.1403	0.435444592
"DNA recombination"	GO:0006310	2	TRINITY_DN22376_c0_g1_TRINITY_DN22376_c0_g1_i1_g.2186_m.2186	1.322612587
"DNA recombination"	GO:0006310	2	TRINITY_DN23457_c0_g1_TRINITY_DN23457_c0_g1_i1_g.2344_m.2344	0.095806254
"DNA recombination"	GO:0006310	2	TRINITY_DN24998_c0_g1_TRINITY_DN24998_c0_g1_i1_g.2563_m.2563	0
"DNA recombination"	GO:0006310	2	TRINITY_DN25202_c0_g1_TRINITY_DN25202_c0_g1_i1_g.2601_m.2601	0.027139339
"DNA recombination"	GO:0006310	2	TRINITY_DN25354_c0_g1_TRINITY_DN25354_c0_g1_i1_g.2627_m.2627	0.452678779
"DNA recombination"	GO:0006310	2	TRINITY_DN26100_c0_g1_TRINITY_DN26100_c0_g1_i1_g.2821_m.2821	0.99270082
"DNA recombination"	GO:0006310	2	TRINITY_DN28729_c0_g1_TRINITY_DN28729_c0_g1_i1_g.3350_m.3350	0.324829583
"DNA recombination"	GO:0006310	2	TRINITY_DN32900_c0_g1_TRINITY_DN32900_c0_g1_i1_g.4544_m.4544	0.624102816
"DNA recombination"	GO:0006310	2	TRINITY_DN33449_c0_g2_TRINITY_DN33449_c0_g2_i1_g.4791_m.4791	3.186261932
"DNA recombination"	GO:0006310	2	TRINITY_DN33853_c0_g1_TRINITY_DN33853_c0_g1_i2_g.4985_m.4985	0.094812247
"DNA recombination"	GO:0006310	2	TRINITY_DN34009_c0_g1_TRINITY_DN34009_c0_g1_i1_g.5061_m.5061	0.055819387
"DNA recombination"	GO:0006310	2	TRINITY_DN34009_c0_g2_TRINITY_DN34009_c0_g2_i1_g.5062_m.5062	0.158179997
"DNA recombination"	GO:0006310	2	TRINITY_DN35082_c0_g2_TRINITY_DN35082_c0_g2_i1_g.5497_m.5497	0.031987601
"DNA recombination"	GO:0006310	2	TRINITY_DN35641_c0_g1_TRINITY_DN35641_c0_g1_i1_g.5825_m.5825	0.150734119
"DNA recombination"	GO:0006310	2	TRINITY_DN35709_c0_g1_TRINITY_DN35709_c0_g1_i1_g.5852_m.5852	0.096228199
"DNA recombination"	GO:0006310	2	TRINITY_DN35922_c1_g1_TRINITY_DN35922_c1_g1_i1_g.5970_m.5970	0.527629843
"DNA recombination"	GO:0006310	2	TRINITY_DN35964_c0_g2_TRINITY_DN35964_c0_g2_i2_g.6013_m.6013	0.636461686
"DNA recombination"	GO:0006310	2	TRINITY_DN37595_c0_g1_TRINITY_DN37595_c0_g1_i1_g.7030_m.7030	0.449466501
"DNA recombination"	GO:0006310	2	TRINITY_DN41020_c3_g4_TRINITY_DN41020_c3_g4_i1_g.10595_m.10595	0.096357863
"DNA recombination"	GO:0006310	2	TRINITY_DN41678_c0_g2_TRINITY_DN41678_c0_g2_i2_g.11558_m.11558	0.41288519
"DNA recombination"	GO:0006310	2	TRINITY_DN41704_c1_g2_TRINITY_DN41704_c1_g2_i1_g.11622_m.11622	0.055865924
"DNA recombination"	GO:0006310	2	TRINITY_DN41998_c1_g1_TRINITY_DN41998_c1_g1_i1_g.12069_m.12069	0.619188901
"DNA recombination"	GO:0006310	2	TRINITY_DN43340_c6_g2_TRINITY_DN43340_c6_g2_i8_g.14628_m.14628	1.834784707
"DNA recombination"	GO:0006310	2	TRINITY_DN43629_c0_g2_TRINITY_DN43629_c0_g2_i1_g.15193_m.15193	0.706225065
"DNA recombination"	GO:0006310	2	TRINITY_DN44114_c1_g2_TRINITY_DN44114_c1_g2_i4_g.16264_m.16264	0.138173962
"DNA recombination"	GO:0006310	2	TRINITY_DN44511_c3_g1_TRINITY_DN44511_c3_g1_i2_g.17158_m.17158	0.60297922
"DNA recombination"	GO:0006310	2	TRINITY_DN46077_c3_g3_TRINITY_DN46077_c3_g3_i1_g.21132_m.21132	0.03537035
"DNA recombination"	GO:0006310	2	TRINITY_DN46411_c3_g8_TRINITY_DN46411_c3_g8_i1_g.22204_m.22204	0.472711794
"DNA recombination"	GO:0006310	2	TRINITY_DN47037_c4_g3_TRINITY_DN47037_c4_g3_i1_g.24418_m.24418	0.248941453
"DNA recombination"	GO:0006310	2	TRINITY_DN47744_c0_g1_TRINITY_DN47744_c0_g1_i1_g.25718_m.25718	0.478076778
"DNA recombination"	GO:0006310	2	TRINITY_DN49922_c0_g1_TRINITY_DN49922_c0_g1_i1_g.26038_m.26038	0.561757211
"DNA recombination"	GO:0006310	2	TRINITY_DN50829_c0_g1_TRINITY_DN50829_c0_g1_i1_g.26133_m.26133	0.49687578
"DNA recombination"	GO:0006310	2	TRINITY_DN6578_c0_g1_TRINITY_DN6578_c0_g1_i1_g.506_m.506	0.075866608
"activation of immune response"	GO:0002253	3	TRINITY_DN14014_c0_g1_TRINITY_DN14014_c0_g1_i1_g.1217_m.1217	0.255157947
"activation of immune response"	GO:0002253	3	TRINITY_DN1970_c0_g1_TRINITY_DN1970_c0_g1_i1_g.197_m.197	0.037180577
"activation of immune response"	GO:0002253	3	TRINITY_DN25106_c0_g1_TRINITY_DN25106_c0_g1_i1_g.2588_m.2588	2.12386554
"activation of immune response"	GO:0002253	3	TRINITY_DN27980_c0_g3_TRINITY_DN27980_c0_g3_i1_g.3163_m.3163	0.341024504
"activation of immune response"	GO:0002253	3	TRINITY_DN32498_c0_g2_TRINITY_DN32498_c0_g2_i1_g.4416_m.4416	0.881031956
"activation of immune response"	GO:0002253	3	TRINITY_DN36739_c0_g1_TRINITY_DN36739_c0_g1_i4_g.6455_m.6455	0.014535437
"activation of immune response"	GO:0002253	3	TRINITY_DN39538_c0_g1_TRINITY_DN39538_c0_g1_i1_g.8765_m.8765	0.915849708
"activation of immune response"	GO:0002253	3	TRINITY_DN40231_c0_g1_TRINITY_DN40231_c0_g1_i5_g.9519_m.9519	1.133858131
"activation of immune response"	GO:0002253	3	TRINITY_DN40724_c5_g1_TRINITY_DN40724_c5_g1_i1_g.10215_m.10215	0.458394717
"activation of immune response"	GO:0002253	3	TRINITY_DN42063_c1_g1_TRINITY_DN42063_c1_g1_i6_g.12164_m.12164	0.216627176
"activation of immune response"	GO:0002253	3	TRINITY_DN42232_c5_g2_TRINITY_DN42232_c5_g2_i1_g.12465_m.12465	0.71247101
"activation of immune response"	GO:0002253	3	TRINITY_DN42862_c3_g2_TRINITY_DN42862_c3_g2_i2_g.13724_m.13724	0.461297081
"activation of immune response"	GO:0002253	3	TRINITY_DN42862_c3_g4_TRINITY_DN42862_c3_g4_i1_g.13725_m.13725	0.432411482
"activation of immune response"	GO:0002253	3	TRINITY_DN42945_c0_g1_TRINITY_DN42945_c0_g1_i2_g.13872_m.13872	1.70050223
"activation of immune response"	GO:0002253	3	TRINITY_DN43544_c4_g1_TRINITY_DN43544_c4_g1_i1_g.14998_m.14998	1.354235772
"activation of immune response"	GO:0002253	3	TRINITY_DN44315_c1_g1_TRINITY_DN44315_c1_g1_i1_g.16677_m.16677	0.088291359
"activation of immune response"	GO:0002253	3	TRINITY_DN45753_c0_g2_TRINITY_DN45753_c0_g2_i1_g.20224_m.20224	0.018379802
"activation of immune response"	GO:0002253	3	TRINITY_DN46977_c3_g1_TRINITY_DN46977_c3_g1_i6_g.24213_m.24213	0.19064658
"activation of immune response"	GO:0002253	3	TRINITY_DN47004_c6_g1_TRINITY_DN47004_c6_g1_i3_g.24270_m.24270	0.246029763
"activation of immune response"	GO:0002253	3	TRINITY_DN47004_c6_g2_TRINITY_DN47004_c6_g2_i1_g.24269_m.24269	0.066736103
"activation of immune response"	GO:0002253	3	TRINITY_DN47023_c5_g1_TRINITY_DN47023_c5_g1_i2_g.24330_m.24330	2.10475408
"activation of immune response"	GO:0002253	3	TRINITY_DN8202_c0_g1_TRINITY_DN8202_c0_g1_i1_g.642_m.642	0.125258494
"organonitrogen compound catabolic process"	GO:1901565	2	TRINITY_DN15506_c0_g1_TRINITY_DN15506_c0_g1_i1_g.1322_m.1322	0.0782376
"organonitrogen compound catabolic process"	GO:1901565	2	TRINITY_DN16215_c0_g1_TRINITY_DN16215_c0_g1_i1_g.1389_m.1389	0.513176294
"organonitrogen compound catabolic process"	GO:1901565	2	TRINITY_DN2658_c0_g1_TRINITY_DN2658_c0_g1_i1_g.277_m.277	0.645180935
"organonitrogen compound catabolic process"	GO:1901565	2	TRINITY_DN29659_c0_g1_TRINITY_DN29659_c0_g1_i1_g.3589_m.3589	0.193473688
"organonitrogen compound catabolic process"	GO:1901565	2	TRINITY_DN31628_c0_g1_TRINITY_DN31628_c0_g1_i1_g.4160_m.4160	0.143727794
"organonitrogen compound catabolic process"	GO:1901565	2	TRINITY_DN33178_c0_g1_TRINITY_DN33178_c0_g1_i1_g.4685_m.4685	0.05711033
"organonitrogen compound catabolic process"	GO:1901565	2	TRINITY_DN35356_c0_g1_TRINITY_DN35356_c0_g1_i1_g.5647_m.5647	2.787392429
"organonitrogen compound catabolic process"	GO:1901565	2	TRINITY_DN35613_c0_g1_TRINITY_DN35613_c0_g1_i1_g.5808_m.5808	0.617862227
"organonitrogen compound catabolic process"	GO:1901565	2	TRINITY_DN36975_c0_g1_TRINITY_DN36975_c0_g1_i1_g.6630_m.6630	0.065632642
"organonitrogen compound catabolic process"	GO:1901565	2	TRINITY_DN38845_c0_g1_TRINITY_DN38845_c0_g1_i1_g.8114_m.8114	0.308164117
"organonitrogen compound catabolic process"	GO:1901565	2	TRINITY_DN45161_c5_g1_TRINITY_DN45161_c5_g1_i1_g.18729_m.18729	0.601789355
"organonitrogen compound catabolic process"	GO:1901565	2	TRINITY_DN45340_c1_g1_TRINITY_DN45340_c1_g1_i4_g.19192_m.19192	0.300660109
"organonitrogen compound catabolic process"	GO:1901565	2	TRINITY_DN45749_c1_g1_TRINITY_DN45749_c1_g1_i1_g.20203_m.20203	2.021407329
"organonitrogen compound catabolic process"	GO:1901565	2	TRINITY_DN46001_c0_g1_TRINITY_DN46001_c0_g1_i5_g.20938_m.20938	7.595858671
"organonitrogen compound catabolic process"	GO:1901565	2	TRINITY_DN47173_c1_g3_TRINITY_DN47173_c1_g3_i1_g.24889_m.24889	0.16383452
"organonitrogen compound catabolic process"	GO:1901565	2	TRINITY_DN51666_c0_g1_TRINITY_DN51666_c0_g1_i1_g.26291_m.26291	0.195399984
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN14014_c0_g1_TRINITY_DN14014_c0_g1_i1_g.1217_m.1217	0.255157947
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN16250_c0_g1_TRINITY_DN16250_c0_g1_i1_g.1397_m.1397	0.139061064
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN1970_c0_g1_TRINITY_DN1970_c0_g1_i1_g.197_m.197	0.037180577
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN25106_c0_g1_TRINITY_DN25106_c0_g1_i1_g.2588_m.2588	2.12386554
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN27980_c0_g3_TRINITY_DN27980_c0_g3_i1_g.3163_m.3163	0.341024504
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN32498_c0_g2_TRINITY_DN32498_c0_g2_i1_g.4416_m.4416	0.881031956
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN36739_c0_g1_TRINITY_DN36739_c0_g1_i4_g.6455_m.6455	0.014535437
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN38299_c0_g1_TRINITY_DN38299_c0_g1_i1_g.7638_m.7638	0.117286522
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN39538_c0_g1_TRINITY_DN39538_c0_g1_i1_g.8765_m.8765	0.915849708
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN39558_c4_g1_TRINITY_DN39558_c4_g1_i1_g.8777_m.8777	0.299464059
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN40231_c0_g1_TRINITY_DN40231_c0_g1_i5_g.9519_m.9519	1.133858131
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN40724_c5_g1_TRINITY_DN40724_c5_g1_i1_g.10215_m.10215	0.458394717
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN40823_c6_g1_TRINITY_DN40823_c6_g1_i1_g.10345_m.10345	0.3227588
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN42063_c1_g1_TRINITY_DN42063_c1_g1_i6_g.12164_m.12164	0.216627176
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN42232_c5_g2_TRINITY_DN42232_c5_g2_i1_g.12465_m.12465	0.71247101
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN42862_c3_g2_TRINITY_DN42862_c3_g2_i2_g.13724_m.13724	0.461297081
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN42862_c3_g4_TRINITY_DN42862_c3_g4_i1_g.13725_m.13725	0.432411482
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN42945_c0_g1_TRINITY_DN42945_c0_g1_i2_g.13872_m.13872	1.70050223
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN43544_c4_g1_TRINITY_DN43544_c4_g1_i1_g.14998_m.14998	1.354235772
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN44315_c1_g1_TRINITY_DN44315_c1_g1_i1_g.16677_m.16677	0.088291359
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN44358_c3_g1_TRINITY_DN44358_c3_g1_i1_g.16828_m.16828	0.096491924
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN45753_c0_g2_TRINITY_DN45753_c0_g2_i1_g.20224_m.20224	0.018379802
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN46069_c0_g2_TRINITY_DN46069_c0_g2_i1_g.21080_m.21080	0.568704727
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN46227_c1_g2_TRINITY_DN46227_c1_g2_i1_g.21662_m.21662	1.635618953
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN46977_c3_g1_TRINITY_DN46977_c3_g1_i6_g.24213_m.24213	0.19064658
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN47004_c6_g1_TRINITY_DN47004_c6_g1_i3_g.24270_m.24270	0.246029763
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN47004_c6_g2_TRINITY_DN47004_c6_g2_i1_g.24269_m.24269	0.066736103
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN47023_c5_g1_TRINITY_DN47023_c5_g1_i2_g.24330_m.24330	2.10475408
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN8202_c0_g1_TRINITY_DN8202_c0_g1_i1_g.642_m.642	0.125258494
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN8639_c0_g1_TRINITY_DN8639_c0_g1_i1_g.679_m.679	0.639014698
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN26912_c0_g1_TRINITY_DN26912_c0_g1_i1_g.2918_m.2918	0.010557637
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN33991_c0_g1_TRINITY_DN33991_c0_g1_i1_g.5053_m.5053	0.171368098
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN42457_c1_g1_TRINITY_DN42457_c1_g1_i10_g.12893_m.12893	0.307333165
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN46185_c3_g1_TRINITY_DN46185_c3_g1_i1_g.21539_m.21539	0.399967426
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN46763_c0_g1_TRINITY_DN46763_c0_g1_i4_g.23287_m.23287	0.057671197
"regulation of immune response"	GO:0050778;GO:0050776;GO:0002684	2	TRINITY_DN28367_c0_g2_TRINITY_DN28367_c0_g2_i1_g.3252_m.3252	0.029595657
"chromosome organization"	GO:0051276	3	TRINITY_DN13916_c0_g1_TRINITY_DN13916_c0_g1_i1_g.1212_m.1212	1.275523562
"chromosome organization"	GO:0051276	3	TRINITY_DN1517_c0_g1_TRINITY_DN1517_c0_g1_i1_g.151_m.151	0.066813953
"chromosome organization"	GO:0051276	3	TRINITY_DN16528_c0_g1_TRINITY_DN16528_c0_g1_i1_g.1413_m.1413	0.053382788
"chromosome organization"	GO:0051276	3	TRINITY_DN20562_c0_g1_TRINITY_DN20562_c0_g1_i1_g.1920_m.1920	0.059896445
"chromosome organization"	GO:0051276	3	TRINITY_DN22376_c0_g1_TRINITY_DN22376_c0_g1_i1_g.2186_m.2186	1.322612587
"chromosome organization"	GO:0051276	3	TRINITY_DN23457_c0_g1_TRINITY_DN23457_c0_g1_i1_g.2344_m.2344	0.095806254
"chromosome organization"	GO:0051276	3	TRINITY_DN23900_c0_g1_TRINITY_DN23900_c0_g1_i1_g.2402_m.2402	0.285544952
"chromosome organization"	GO:0051276	3	TRINITY_DN25202_c0_g1_TRINITY_DN25202_c0_g1_i1_g.2601_m.2601	0.027139339
"chromosome organization"	GO:0051276	3	TRINITY_DN25577_c0_g1_TRINITY_DN25577_c0_g1_i1_g.2683_m.2683	0.234821497
"chromosome organization"	GO:0051276	3	TRINITY_DN27681_c0_g1_TRINITY_DN27681_c0_g1_i1_g.3055_m.3055	0.037673687
"chromosome organization"	GO:0051276	3	TRINITY_DN28053_c0_g1_TRINITY_DN28053_c0_g1_i1_g.3182_m.3182	0.089757143
"chromosome organization"	GO:0051276	3	TRINITY_DN28181_c0_g2_TRINITY_DN28181_c0_g2_i1_g.3210_m.3210	0
"chromosome organization"	GO:0051276	3	TRINITY_DN29900_c0_g1_TRINITY_DN29900_c0_g1_i1_g.3662_m.3662	0.043981502
"chromosome organization"	GO:0051276	3	TRINITY_DN30424_c0_g1_TRINITY_DN30424_c0_g1_i1_g.3827_m.3827	0.203177451
"chromosome organization"	GO:0051276	3	TRINITY_DN31023_c0_g1_TRINITY_DN31023_c0_g1_i1_g.3983_m.3983	0.068110576
"chromosome organization"	GO:0051276	3	TRINITY_DN32900_c0_g1_TRINITY_DN32900_c0_g1_i1_g.4544_m.4544	0.624102816
"chromosome organization"	GO:0051276	3	TRINITY_DN33449_c0_g2_TRINITY_DN33449_c0_g2_i1_g.4791_m.4791	3.186261932
"chromosome organization"	GO:0051276	3	TRINITY_DN34406_c0_g3_TRINITY_DN34406_c0_g3_i1_g.5247_m.5247	0.575152034
"chromosome organization"	GO:0051276	3	TRINITY_DN35922_c1_g1_TRINITY_DN35922_c1_g1_i1_g.5970_m.5970	0.527629843
"chromosome organization"	GO:0051276	3	TRINITY_DN35964_c0_g2_TRINITY_DN35964_c0_g2_i2_g.6013_m.6013	0.636461686
